Unique ID,Borough,Geographic School District,Program Type,Program Name,Program Address,Program Zip,Program Phone,"Program Options (Half-Day, Full-Day)","Program Has Income Eligibility Requirements (Yes, No) CBECC Only",New Program for September 2014?,Program Grade Span Public School and Charter School Only,2014-2015 Total Pre-K Seats
10X386,X,10,Public DOE School,School for Environmental Citizenship,125 East 181 Street,10453,718-563-3292,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
10X396,X,10,Public DOE School,P.S. 396,1930 Andrews Avenue,10453,718-294-0862,Full Day,N/A,,"PK,0K,01,02,03,04,05",28
11X016,X,11,Public DOE School,P.S. 016 Wakefield,4550 Carpenter Avenue,10470,718-324-1262,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
11X068,X,11,Public DOE School,P.S. 068 Bronx,4011 Monticello Avenue,10466,718-324-2854,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
11X078,X,11,Public DOE School,P.S. 078 Anne Hutchinson,1400 Needham Avenue,10469,718-652-1244,Full Day,N/A,Yes,"0K,01,02,03,04,05",18
11X089,X,11,Public DOE School,P.S. 089 Bronx,980 Mace Avenue,10469,718-653-0835,Both,N/A,,"PK,0K,01,02,03,04,05,06,07,08",54
11X097,X,11,Public DOE School,P.S. 097 Bronx,1375 Mace Avenue,10469,718-655-4446,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
11X106,X,11,Public DOE School,P.S. 106 Parkchester,2120 St Raymond'S Avenue,10462,718-892-1006,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
11X111,X,11,Public DOE School,P.S. 111 Seton Falls,3740 Baychester Avenue,10466,718-881-2418,Full Day,N/A,,"PK,0K,01,02,03,04,05",28
11X112,X,11,Public DOE School,P.S. 112 Bronxwood,1925 Schieffelin Avenue,10466,718-654-6377,Full Day,N/A,,"PK,0K,01,02,03,04,05",20
11X121,X,11,Public DOE School,P.S. 121 Throop,2750 Throop Avenue,10469,718-654-2055,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
11X160,X,11,Public DOE School,P.S. 160 Walt Disney,4140 Hutchinson River Pkway Ea,10475,718-379-5951,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
11X169,X,11,Public DOE School,BAYCHESTER ACADEMY,3500 Edson Avenue,10466,718-325-1138,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
11X189,X,11,Public DOE School,Cornerstone Academy for Social Action,3441 Steenwick Avenue,10475,718-794-6160,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
11X357,X,11,Public DOE School,Young Voices Academy of the Bronx,800 Lydig Avenue,10462,718-794-4080,Full Day,N/A,,"PK,0K",36
11X567,X,11,Public DOE School,Linden Tree Elementary School,1560 Purdy Street,10462,718-239-7401,Full Day,N/A,Yes,"0K,01",18
12X006,X,12,Public DOE School,P.S. 006 West Farms,1000 East Tremont Avenue,10460,718-542-7676,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
12X044,X,12,Public DOE School,P.S. 044 David C. Farragut,1825 Prospect Avenue,10457,718-583-2360,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
12X057,X,12,Public DOE School,P.S. 057 Crescent,2111 Crotona Avenue,10457,718-367-9446,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
12X061,X,12,Public DOE School,P.S. 061 Francisco Oller,1550 Crotona Park East,10460,718-542-7230,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
12X066,X,12,Public DOE School,P.S. 066 School of Higher Expectations,1001 Jennings Street,10460,718-319-2820,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
12X067,X,12,Public DOE School,P.S. 067 Mohegan School,2024 Mohegan Avenue,10460,718-589-8090,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
12X092,X,12,Public DOE School,P.S. 092 Bronx,700 East 179 Street,10457,718-731-7900,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
12X134,X,12,Public DOE School,P.S. 134 George F. Bristow,1330 Bristow Street,10459,718-328-3351,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
12X150,X,12,Public DOE School,P.S. 150 Charles James Fox,920 East 167 Street,10459,718-328-7729,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
12X195,X,12,Public DOE School,P.S. 195,1250 Ward Avenue,10472,718-861-4461,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
12X196,X,12,Public DOE School,P.S. 196,1250 Ward Avenue,10472,718-328-7187,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
12X211,X,12,Public DOE School,P.S. 211,1919 Prospect Avenue,10457,718-901-0436,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
12X212,X,12,Public DOE School,P.S. 212,1180 Tinton Avenue,10456,718-842-2331,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
12X214,X,12,Public DOE School,P.S. 214,1970 West Farms Road,10460,718-589-6728,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",72
12X300,X,12,Public DOE School,The School of Science and Applied Learning,2050 Prospect Avenue,10457,718-584-6310,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
12X314,X,12,Public DOE School,Fairmont Neighborhood School,1550 Vyse Avenue,10460,718-860-5210,Full Day,N/A,,"PK,0K,01,02",36
12X458,X,12,Public DOE School,Samara Community School,1550 Vyse Avenue,10460,718-935-3448,Full Day,N/A,Yes,N/A [New School in 2014-15],18
12X463,X,12,Public DOE School,Urban Scholars Community School,1180 Tinton Avenue,10456,718-842-8133,Full Day,N/A,,"PK,0K,01,02,03,04,05",28
12X531,X,12,Public DOE School,Archer Elementary School,1827 Archer Street,10460,718-828-3791,Full Day,N/A,,"PK,0K,01,02,03,04",18
12X536,X,12,Public DOE School,PS 536,1827 Archer Street,10460,718-931-4270,Full Day,N/A,,"PK,0K,01,02,03,04",18
12X691,X,12,Public DOE School,Bronx Little School,1827 Archer Street,10460,718-792-2650,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
13K003,K,13,Public DOE School,P.S. 003 The Bedford Village,50 Jefferson Avenue,11216,718-622-2960,Full Day,N/A,,"PK,0K,01,02,03,04,05",90
13K009,K,13,Public DOE School,P.S. 009 Teunis G. Bergen,80 Underhill Avenue,11238,718-638-3260,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
13K011,K,13,Public DOE School,P.S. 011 Purvis J. Behan,419 Waverly Avenue,11238,718-638-2661,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
13K020,K,13,Public DOE School,P.S. 020 Clinton Hill,225 Adelphi Street,11205,718-834-6744,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
13K044,K,13,Public DOE School,P.S. 044 Marcus Garvey,432 Monroe Street,11221,718-834-6939,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
13K046,K,13,Public DOE School,P.S. 046 Edward C. Blum,100 Clermont Avenue,11205,718-834-7694,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
13K054,K,13,Public DOE School,P.S. 054 Samuel C. Barnes,195 Sanford Street,11205,718-834-6752,Full Day,N/A,,"PK,0K,01,02,03,04,05",28
13K056,K,13,Public DOE School,P.S. 056 Lewis H. Latimer,170 Gates Avenue,11238,718-857-3149,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
13K067,K,13,Public DOE School,P.S. 067 Charles A. Dorsey,51 Saint Edwards Street,11205,718-834-6756,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
13K093,K,13,Public DOE School,P.S. 093 William H. Prescott,31 New York Avenue,11216,718-604-7363,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
13K133,K,13,Public DOE School,P.S. 133 William A. Butler,610 Baltic Street,11217,718-398-5320,Full Day,N/A,,"PK,0K,01,02,03,04,05",46
13K256,K,13,Public DOE School,P.S. 256 Benjamin Banneker,114 Kosciusko Street,11216,718-857-9820,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
13K270,K,13,Public DOE School,P.S. 270 Johann DeKalb,241 Emerson Place,11205,718-622-2443,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
13K282,K,13,Public DOE School,P.S. 282 Park Slope,180 6 Avenue,11217,718-622-1626,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",72
13K287,K,13,Public DOE School,P.S. 287 Bailey K. Ashford,50 Navy Street,11201,718-834-4745,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
13K305,K,13,Public DOE School,P.S. 305 Dr. Peter Ray,344 Monroe Street,11216,718-789-3962,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
13K307,K,13,Public DOE School,P.S. 307 Daniel Hale Williams,209 York Street,11201,718-834-4748,Full Day,N/A,,"PK,0K,01,02,03,04,05",100
14K016,K,14,Public DOE School,P.S. 016 Leonard Dunkly,157 Wilson Street,11211,718-782-5352,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
14K017,K,14,Public DOE School,P.S. 017 Henry D. Woodworth,208 North 5 Street,11211,718-387-2929,Full Day,N/A,,"PK,0K,01,02,03,04,05",28
14K018,K,14,Public DOE School,P.S. 018 Edward Bush,101 Maujer Street,11206,718-387-3241,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
14K023,K,14,Public DOE School,P.S. 023 Carter G. Woodson,545 Willoughby Avenue,11206,718-387-0375,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
14K031,K,14,Public DOE School,P.S. 031 Samuel F. Dupont,75 Meserole Avenue,11222,718-383-8998,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
14K034,K,14,Public DOE School,P.S. 034 Oliver H. Perry,131 Norman Avenue,11222,718-389-5842,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
14K059,K,14,Public DOE School,P.S. 059 William Floyd,211 Throop Avenue,11206,718-443-3600,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
14K084,K,14,Public DOE School,P.S. 084 Jose De Diego,250 Berry Street,11211,718-384-8063,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
14K110,K,14,Public DOE School,P.S. 110 The Monitor,124 Monitor Street,11222,718-383-7600,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
14K120,K,14,Public DOE School,P.S. 120 Carlos Tapia,18 Beaver Street,11206,718-455-1000,Full Day,N/A,,"PK,0K,01,02,03,04,05",90
14K132,K,14,Public DOE School,P.S. 132 The Conselyea School,320 Manhattan Avenue,11211,718-599-7301,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
14K147,K,14,Public DOE School,P.S. 147 Isaac Remsen,325 Bushwick Avenue,11206,718-497-0326,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
14K157,K,14,Public DOE School,P.S. 157 Benjamin Franklin,850 Kent Avenue,11205,718-622-9285,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
14K196,K,14,Public DOE School,P.S. 196 Ten Eyck,207 Bushwick Avenue,11206,718-497-0139,Full Day,N/A,,"PK,0K,01,02,03,04,05",46
14K250,K,14,Public DOE School,P.S. 250 George H. Lindsay,108 Montrose Avenue,11206,718-384-0889,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
14K257,K,14,Public DOE School,P.S. 257 John F. Hylan,60 Cook Street,11206,718-384-7128,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
14K297,K,14,Public DOE School,P.S. 297 Abraham Stockton,700 Park Avenue,11206,718-388-4581,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
14K319,K,14,Public DOE School,P.S. 319,360 Keap Street,11211,718-388-1588,Full Day,N/A,,"PK,0K,01",36
14K380,K,14,Public DOE School,P.S. 380 John Wayne Elementary,370 Marcy Avenue,11206,718-388-0607,Full Day,N/A,,"PK,0K,01,02,03,04,05",82
14K414,K,14,Public DOE School,Brooklyn Arbor Elementary School,325 South 3 Street,11211,718-963-0393,Full Day,N/A,,"PK,0K,01,02,03",18
15K001,K,15,Public DOE School,P.S. 001 The Bergen,309 47 Street,11220,718-567-7661,Full Day,N/A,,"PK,0K,01,02,03,04,05",125
15K015,K,15,Public DOE School,P.S. 015 Patrick F. Daly,71 Sullivan Street,11231,718-330-9280,Full Day,N/A,,"PK,0K,01,02,03,04,05",84
15K024,K,15,Public DOE School,P.S. 024,427 38 Street,11232,718-832-9366,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
15K029,K,15,Public DOE School,P.S. 029 John M. Harrigan,425 Henry Street,11201,718-330-9277,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
15K032,K,15,Public DOE School,P.S. 032 Samuel Mills Sprole,317 Hoyt Street,11231,718-222-6400,Full Day,N/A,,"PK,0K,01,02,03,04,05",30
15K038,K,15,Public DOE School,P.S. 038 The Pacific,450 Pacific Street,11217,718-330-9305,Full Day,N/A,,"PK,0K,01,02,03,04,05",90
15K039,K,15,Public DOE School,P.S. 039 Henry Bristow,417 6 Avenue,11215,718-330-9310,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
15K058,K,15,Public DOE School,P.S. 058 The Carroll,330 Smith Street,11231,718-330-9322,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
15K118,K,15,Public DOE School,The Maurice Sendak Community School,211 8Th Street,11215,718-840-5660,Full Day,N/A,,"PK,0K",66
15K124,K,15,Public DOE School,P.S. 124 Silas B. Dutcher,515 4 Avenue,11215,718-788-0246,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
15K130,K,15,Public DOE School,P.S. 130 The Parkside,70 Ocean Parkway,11218,718-686-1940,Both,N/A,,"PK,0K,01,02,03,04,05",54
15K131,K,15,Public DOE School,P.S. 131 Brooklyn,4305 Ft Hamilton Parkway,11219,718-431-1960,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
15K146,K,15,Public DOE School,P.S. 146,610 Henry Street,11231,718-923-4750,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
15K172,K,15,Public DOE School,P.S. 172 Beacon School of Excellence,825 4 Avenue,11232,718-965-4200,Both,N/A,,"PK,0K,01,02,03,04,05",54
15K230,K,15,Public DOE School,P.S. 230 Doris L. Cohen,425 Mcdonald Avenue,11218,718-330-9212,Both,N/A,,"PK,0K,01,02,03,04,05",126
15K261,K,15,Public DOE School,P.S. 261 Philip Livingston,314 Pacific Street,11201,718-330-9275,Full Day,N/A,,"PK,0K,01,02,03,04,05,07",36
15K295,K,15,Public DOE School,P.S. 295,330 18 Street,11215,718-965-0390,Both,N/A,,"PK,0K,01,02,03,04,05",54
15K418,K,15,Public DOE School,The Children's School,512 Carroll Street,11215,718-624-5271,Full Day,N/A,,"PK,0K,01,02,03,04,05",
15K516,K,15,Public DOE School,Sunset Park Avenues Elementary School,4004 4 Avenue (School will move to a new location for 2014-15. Contact school for details.),11232,718-840-1980,Both,N/A,Yes,0K,54
15K676,K,15,Public DOE School,Red Hook Neighborhood School,27 Huntington Street,11231,718-330-2238,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
16K005,K,16,Public DOE School,P.S. 005 Dr. Ronald Mcnair,820 Hancock Street,11233,718-574-2333,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
16K021,K,16,Public DOE School,P.S. 021 Crispus Attucks,180 Chauncey Street,11233,718-493-9681,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
16K025,K,16,Public DOE School,P.S. 025 Eubie Blake School,787 Lafayette Avenue,11221,718-574-2336,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
16K026,K,16,Public DOE School,P.S. 026 Jesse Owens,1014 Lafayette Avenue,11221,718-919-5707,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
16K028,K,16,Public DOE School,P.S. 028 The Warren Prep Academy,1001 Herkimer Street,11233,718-467-2865,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
16K040,K,16,Public DOE School,P.S. 040 George W. Carver,265 Ralph Avenue,11233,718-574-2353,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
16K081,K,16,Public DOE School,P.S. 081 Thaddeus Stevens,990 Dekalb Avenue,11221,718-574-2365,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
16K243,K,16,Public DOE School,P.S. 243K- The Weeksville School,1580 Dean Street,11213,718-604-6909,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
16K262,K,16,Public DOE School,P.S. 262 El Hajj Malik El Shabazz Elementary School,500 Macon Street,11233,718-453-0780,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",18
16K308,K,16,Public DOE School,P.S. 308 Clara Cardwell,616 Quincy Street,11221,718-574-2373,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",28
16K309,K,16,Public DOE School,P.S. 309 The George E. Wibecan Preparatory Academy,794 Monroe Street,11221,718-574-2381,Full Day,N/A,,"PK,0K,01,02,03,04,05",28
16K335,K,16,Public DOE School,P.S. 335 Granville T. Woods,130 Rochester Avenue,11213,718-493-7736,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
16K627,K,16,Public DOE School,Brighter Choice Community School,280 Hart Street,11206,718-574-2378,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
16K628,K,16,Public DOE School,Brooklyn Brownstone School,272 Macdonough Street,11233,718-573-2307,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
16K636,K,16,Public DOE School,Young Scholars' Academy for Discovery and Exploration,280 Hart Street,11206,718-453-4081,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
17K012,K,17,Public DOE School,Dr. Jacqueline Peek-Davis School,430 Howard Avenue,11233,718-953-4569,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
17K091,K,17,Public DOE School,P.S. 091 The Albany Avenue School,532 Albany Avenue,11203,718-756-0243,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
17K092,K,17,Public DOE School,P.S. 092 Adrian Hegeman,601 Parkside Avenue,11226,718-462-2087,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
17K138,K,17,Public DOE School,P.S. 138 Brooklyn,760 Prospect Place,11216,718-467-0800,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",72
17K181,K,17,Public DOE School,P.S. 181 Brooklyn,1023 New York Avenue,11203,718-462-5298,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",28
17K191,K,17,Public DOE School,P.S. 191 Paul Robeson,1600 Park Place,11233,718-756-1206,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
17K221,K,17,Public DOE School,P.S. 221 Toussaint L'Ouverture,791 Empire Boulevard,11213,718-756-0122,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
17K241,K,17,Public DOE School,P.S. 241 Emma L. Johnston,976 President Street,11225,718-636-4725,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
17K249,K,17,Public DOE School,P.S. 249 The Caton,18 Marlborough Road,11226,718-282-8828,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
17K289,K,17,Public DOE School,P.S. 289 George V. Brower,900 St Marks Avenue,11213,718-493-3824,Full Day,N/A,,"PK,0K,01,02,03,04,05",48
17K316,K,17,Public DOE School,P.S. 316 Elijah Stroud,750 Classon Avenue,11238,718-638-4043,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
17K375,K,17,Public DOE School,P.S. 375 Jackie Robinson School,46 Mckeever Place,11225,718-693-6655,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
17K394,K,17,Public DOE School,M.S. K394,188 Rochester Avenue,11213,718-756-3164,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",90
17K398,K,17,Public DOE School,P.S. 398 Walter Weaver,60 East 94 Street,11212,718-774-4466,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
17K532,K,17,Public DOE School,New Bridges Elementary,1025 Eastern Parkway,11213,718-363-8200,Full Day,N/A,,"PK,0K,01,02",90
17K705,K,17,Public DOE School,Brooklyn Arts and Science Elementary School,443 St Marks Avenue,11238,718-230-0851,Full Day,N/A,,"PK,0K,01,02,03,04",54
17K770,K,17,Public DOE School,P.S. 770 New American Academy,60 East 94 Street,11212,718-221-5837,Full Day,N/A,,"PK,0K,01,02,03,04",36
18K066,K,18,Public DOE School,P.S. 66,845 East 96 Street,11236,718-922-3505,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",18
18K114,K,18,Public DOE School,P.S. 114 Ryder Elementary,1077 Remsen Avenue,11236,718-257-4428,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
18K115,K,18,Public DOE School,P.S. 115 Daniel Mucatel School,1500 East 92 Street,11236,718-241-1000,Full Day,N/A,,"PK,0K,01,02,03,04,05",90
18K135,K,18,Public DOE School,P.S. 135 Sheldon A. Brookner,684 Linden Boulevard,11203,718-693-4363,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
18K208,K,18,Public DOE School,P.S. 208 Elsa Ebeling,4801 Avenue D,11203,718-629-1670,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
18K219,K,18,Public DOE School,P.S. 219 Kennedy-King,1060 Clarkson Avenue,11212,718-342-0493,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
18K233,K,18,Public DOE School,P.S. 233 Langston Hughes,9301 Avenue B,11236,718-346-8103,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
18K235,K,18,Public DOE School,P.S. 235 Lenox School,525 Lenox Road,11203,718-773-4869,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
18K244,K,18,Public DOE School,P.S. 244 Richard R. Green,5404 Tilden Avenue,11203,718-346-6240,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
18K268,K,18,Public DOE School,P.S. 268 Emma Lazarus,133 East 53 Street,11203,718-773-5332,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
18K272,K,18,Public DOE School,P.S. 272 Curtis Estabrook,101-24 Seaview Avenue,11236,718-241-1300,Full Day,N/A,,"PK,0K,01,02,03,04,05",64
18K276,K,18,Public DOE School,P.S. 276 Louis Marshall,1070 East 83 Street,11236,718-241-5757,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
18K279,K,18,Public DOE School,P.S. 279 Herman Schreiber,1070 East 104 Street,11236,718-444-4316,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
19K007,K,19,Public DOE School,P.S. 007 Abraham Lincoln,858 Jamaica Avenue,11208,718-647-3600,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
19K013,K,19,Public DOE School,P.S. 013 Roberto Clemente,557 Pennsylvania Avenue,11207,718-498-3717,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
19K089,K,19,Public DOE School,P.S. 089 Cypress Hills,265 Warwick Street,11207,718-964-1180,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",18
19K108,K,19,Public DOE School,P.S. 108 Sal Abbracciamento,200 Linwood Street,11208,718-277-7010,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
19K149,K,19,Public DOE School,P.S. 149 Danny Kaye,700 Sutter Avenue,11207,718-385-8666,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
19K158,K,19,Public DOE School,P.S. 158 Warwick,400 Ashford Street,11207,718-277-6116,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
19K190,K,19,Public DOE School,P.S. 190 Sheffield,590 Sheffield Avenue,11207,718-346-8780,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
19K202,K,19,Public DOE School,P.S. 202 Ernest S. Jenkyns,982 Hegeman Avenue,11208,718-649-7880,Full Day,N/A,,"PK,0K,01,02,03,04,05,07,08",54
19K213,K,19,Public DOE School,P.S. 213 New Lots,580 Hegeman Avenue,11207,718-257-4034,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
19K214,K,19,Public DOE School,P.S. 214 Michael Friedsam,2944 Pitkin Avenue,11208,718-647-1740,Full Day,N/A,,"PK,0K,01,02,03,04,05",108
19K224,K,19,Public DOE School,P.S. 224 Hale A. Woodruff,757 Wortman Avenue,11208,718-235-3600,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
19K273,K,19,Public DOE School,P.S. 273 Wortman,923 Jerome Street,11207,718-649-5739,Full Day,N/A,Yes,"0K,01,02,03,04,05",36
19K290,K,19,Public DOE School,P.S. 290 Juan Morel Campos,135 Schenck Avenue,11207,718-647-1113,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
19K306,K,19,Public DOE School,P.S. 306 Ethan Allen,970 Vermont Street,11207,718-649-3155,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",54
19K325,K,19,Public DOE School,The Fresh Creek School,875 Williams Avenue,11207,718-272-1843,Full Day,N/A,,"PK,0K,01,02,03,04",54
19K328,K,19,Public DOE School,P.S. 328 Phyllis Wheatley,330 Alabama Avenue,11207,718-345-9393,Full Day,N/A,,"PK,0K,01,02,03,04,05,08",36
19K345,K,19,Public DOE School,P.S. 345 Patrolman Robert Bolden,111 Berriman Street,11208,718-647-8387,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
19K346,K,19,Public DOE School,P.S. 346 Abe Stark,1400 Pennsylvania Avenue,11239,718-642-3000,Full Day,N/A,,"PK,0K,01,02,03,04,05",90
19K557,K,19,Public DOE School,Brooklyn Gardens Elementary School,574 Dumont Avenue,11207,718-495-7012,Full Day,N/A,,"PK,0K,01,02",36
19K677,K,19,Public DOE School,East New York Elementary School of Excellence,605 Shepherd Avenue,11208,718-272-6075,Full Day,N/A,,"PK,0K,01,02,03,04,05",30
20K048,K,20,Public DOE School,P.S. 048 Mapleton,6015 18 Avenue,11204,718-232-3873,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
20K164,K,20,Public DOE School,P.S. 164 Caesar Rodney,4211 14 Avenue,11219,718-854-4100,Full Day,N/A,,"PK,0K,01,02,03,04,05",46
20K179,K,20,Public DOE School,P.S. 179 Kensington,202 Avenue C,11218,718-438-4010,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
20K180,K,20,Public DOE School,The SEEALL Academy,5601 16 Avenue,11204,718-851-8070,Both,N/A,,"PK,0K,01,02,03,04,05,06,07,08",56
20K186,K,20,Public DOE School,P.S. 186 Dr. Irving A Gladstone,7601 19 Avenue,11214,718-236-7071,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
20K192,K,20,Public DOE School,P.S. 192 - The Magnet School for Math and Science Inquiry,4715 18 Avenue,11204,718-633-3061,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",46
20K200,K,20,Public DOE School,P.S. 200 Benson School,1940 Benson Avenue,11214,718-236-5466,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
20K204,K,20,Public DOE School,P.S. 204 Vince Lombardi,8101 15 Avenue,11228,718-236-2906,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
20K205,K,20,Public DOE School,P.S. 205 Clarion,6701 20 Avenue,11204,718-236-2380,Both,N/A,,"PK,0K,01,02,03,04,05",72
20K229,K,20,Public DOE School,P.S. 229 Dyker,1400 Benson Avenue,11228,718-236-5447,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",30
20K247,K,20,Public DOE School,P.S. 247 Brooklyn,7000 21 Avenue,11204,718-236-4205,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
20K264,K,20,Public DOE School,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,371 89Th Street,11209,718-630-1650,Half Day,N/A,,"PK,0K,01,02,03",36
20K506,K,20,Public DOE School,P.S. 506: The School of Journalism & Technology,330 59 Street,11220,718-492-0087,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
20K748,K,20,Public DOE School,P.S. 748 Brooklyn School for Global Scholars,1664 Benson Avenue,11214,718-382-3130,Full Day,N/A,,"PK,0K,01,02,03,04",36
20K971,K,20,Public DOE School,"School of Math, Science, and Healthy Living",6214 4Th Avenue,11220,718-765-2200,Full Day,N/A,,"PK,0K,01,02,03",18
